System,Level,AttributeValue,AtkMultiplier,HPMultiplier,CostGold,CostStamina,SuccessRate,IsBreakthrough
强化_v2,119,0.0000,0.0000,0.0000,0,53.76,28%,True
强化_v2,120,0.0000,0.0000,0.0000,4215.60,0,100%,False
强化_v2,121,0.0000,0.0000,0.0000,4426.38,0,92%,False
强化_v2,122,0.0000,0.0000,0.0000,4647.70,0,84%,False
强化_v2,123,0.0000,0.0000,0.0000,4880.09,0,76%,False
强化_v2,124,0.0000,0.0000,0.0000,5124.09,0,68%,False
强化_v2,125,0.0000,0.0000,0.0000,5380.30,0,60%,False
强化_v2,126,0.0000,0.0000,0.0000,5649.31,0,52%,False
强化_v2,127,0.0000,0.0000,0.0000,5931.78,0,44%,False
强化_v2,128,0.0000,0.0000,0.0000,6228.37,0,36%,False
强化_v2,129,0.0000,0.0000,0.0000,0,69.89,28%,True
强化_v2,130,0.0000,0.0000,0.0000,6539.78,0,100%,False
强化_v2,131,0.0000,0.0000,0.0000,6866.77,0,92%,False
强化_v2,132,0.0000,0.0000,0.0000,7210.11,0,84%,False
强化_v2,133,0.0000,0.0000,0.0000,7570.62,0,76%,False
强化_v2,134,0.0000,0.0000,0.0000,7949.15,0,68%,False
强化_v2,135,0.0000,0.0000,0.0000,8346.61,0,60%,False
强化_v2,136,0.0000,0.0000,0.0000,8763.94,0,52%,False
强化_v2,137,0.0000,0.0000,0.0000,9202.13,0,44%,False
强化_v2,138,0.0000,0.0000,0.0000,9662.24,0,36%,False
强化_v2,139,0.0000,0.0000,0.0000,0,90.86,28%,True
强化_v2,140,0.0000,0.0000,0.0000,10145.35,0,100%,False
强化_v2,141,0.0000,0.0000,0.0000,10652.62,0,92%,False
强化_v2,142,0.0000,0.0000,0.0000,11185.25,0,84%,False
强化_v2,143,0.0000,0.0000,0.0000,11744.51,0,76%,False
强化_v2,144,0.0000,0.0000,0.0000,12331.74,0,68%,False
强化_v2,145,0.0000,0.0000,0.0000,12948.33,0,60%,False
强化_v2,146,0.0000,0.0000,0.0000,13595.74,0,52%,False
强化_v2,147,0.0000,0.0000,0.0000,14275.53,0,44%,False
强化_v2,148,0.0000,0.0000,0.0000,14989.30,0,36%,False
强化_v2,149,0.0000,0.0000,0.0000,0,118.12,28%,True
强化_v2,150,0.0000,0.0000,0.0000,15738.77,0,100%,False
强化_v2,151,0.0000,0.0000,0.0000,16525.71,0,92%,False
强化_v2,152,0.0000,0.0000,0.0000,17351.99,0,84%,False
强化_v2,153,0.0000,0.0000,0.0000,18219.59,0,76%,False
强化_v2,154,0.0000,0.0000,0.0000,19130.57,0,68%,False
强化_v2,155,0.0000,0.0000,0.0000,20087.10,0,60%,False
强化_v2,156,0.0000,0.0000,0.0000,21091.46,0,52%,False
强化_v2,157,0.0000,0.0000,0.0000,22146.03,0,44%,False
强化_v2,158,0.0000,0.0000,0.0000,23253.33,0,36%,False
强化_v2,159,0.0000,0.0000,0.0000,0,153.56,28%,True
强化_v2,160,0.0000,0.0000,0.0000,24416.00,0,100%,False
强化_v2,161,0.0000,0.0000,0.0000,25636.80,0,92%,False
强化_v2,162,0.0000,0.0000,0.0000,26918.64,0,84%,False
强化_v2,163,0.0000,0.0000,0.0000,28264.57,0,76%,False
强化_v2,164,0.0000,0.0000,0.0000,29677.80,0,68%,False
强化_v2,165,0.0000,0.0000,0.0000,31161.69,0,60%,False
强化_v2,166,0.0000,0.0000,0.0000,32719.77,0,52%,False
强化_v2,167,0.0000,0.0000,0.0000,34355.76,0,44%,False
强化_v2,168,0.0000,0.0000,0.0000,36073.55,0,36%,False
强化_v2,169,0.0000,0.0000,0.0000,0,199.62,28%,True
强化_v2,170,0.0000,0.0000,0.0000,37877.23,0,100%,False
强化_v2,171,0.0000,0.0000,0.0000,39771.09,0,92%,False
强化_v2,172,0.0000,0.0000,0.0000,41759.64,0,84%,False
强化_v2,173,0.0000,0.0000,0.0000,43847.62,0,76%,False
强化_v2,174,0.0000,0.0000,0.0000,46040.01,0,68%,False
强化_v2,175,0.0000,0.0000,0.0000,48342.01,0,60%,False
强化_v2,176,0.0000,0.0000,0.0000,50759.11,0,52%,False
强化_v2,177,0.0000,0.0000,0.0000,53297.06,0,44%,False
强化_v2,178,0.0000,0.0000,0.0000,55961.92,0,36%,False
强化_v2,179,0.0000,0.0000,0.0000,0,259.51,28%,True
强化_v2,180,0.0000,0.0000,0.0000,58760.01,0,100%,False
强化_v2,181,0.0000,0.0000,0.0000,61698.01,0,92%,False
强化_v2,182,0.0000,0.0000,0.0000,64782.91,0,84%,False
强化_v2,183,0.0000,0.0000,0.0000,68022.06,0,76%,False
强化_v2,184,0.0000,0.0000,0.0000,71423.16,0,68%,False
强化_v2,185,0.0000,0.0000,0.0000,74994.32,0,60%,False
强化_v2,186,0.0000,0.0000,0.0000,78744.03,0,52%,False
强化_v2,187,0.0000,0.0000,0.0000,82681.24,0,44%,False
强化_v2,188,0.0000,0.0000,0.0000,86815.30,0,36%,False
强化_v2,189,0.0000,0.0000,0.0000,0,337.37,28%,True
强化_v2,190,0.0000,0.0000,0.0000,91156.06,0,100%,False
强化_v2,191,0.0000,0.0000,0.0000,95713.87,0,92%,False
强化_v2,192,0.0000,0.0000,0.0000,100499.56,0,84%,False
强化_v2,193,0.0000,0.0000,0.0000,105524.54,0,76%,False
强化_v2,194,0.0000,0.0000,0.0000,110800.76,0,68%,False
强化_v2,195,0.0000,0.0000,0.0000,116340.80,0,60%,False
强化_v2,196,0.0000,0.0000,0.0000,122157.84,0,52%,False
强化_v2,197,0.0000,0.0000,0.0000,128265.73,0,44%,False
强化_v2,198,0.0000,0.0000,0.0000,134679.02,0,36%,False
强化_v2,199,0.0000,0.0000,0.0000,0,438.58,28%,True
强化_v2,200,0.0000,0.0000,0.0000,141412.97,0,100%,False
强化_v2,201,0.0000,0.0000,0.0000,148483.62,0,92%,False
强化_v2,202,0.0000,0.0000,0.0000,155907.80,0,84%,False
强化_v2,203,0.0000,0.0000,0.0000,163703.19,0,76%,False
强化_v2,204,0.0000,0.0000,0.0000,171888.35,0,68%,False
强化_v2,205,0.0000,0.0000,0.0000,180482.77,0,60%,False
强化_v2,206,0.0000,0.0000,0.0000,189506.91,0,52%,False
强化_v2,207,0.0000,0.0000,0.0000,198982.25,0,44%,False
强化_v2,208,0.0000,0.0000,0.0000,208931.37,0,36%,False
强化_v2,209,0.0000,0.0000,0.0000,0,570.15,28%,True
强化_v2,210,0.0000,0.0000,0.0000,219377.93,0,100%,False
强化_v2,211,0.0000,0.0000,0.0000,230346.83,0,92%,False
强化_v2,212,0.0000,0.0000,0.0000,241864.17,0,84%,False
强化_v2,213,0.0000,0.0000,0.0000,253957.38,0,76%,False
强化_v2,214,0.0000,0.0000,0.0000,266655.25,0,68%,False
强化_v2,215,0.0000,0.0000,0.0000,279988.01,0,60%,False
强化_v2,216,0.0000,0.0000,0.0000,293987.41,0,52%,False
强化_v2,217,0.0000,0.0000,0.0000,308686.78,0,44%,False
强化_v2,218,0.0000,0.0000,0.0000,324121.12,0,36%,False
强化_v2,219,0.0000,0.0000,0.0000,0,741.19,28%,True
强化_v2,220,0.0000,0.0000,0.0000,340327.18,0,100%,False
强化_v2,221,0.0000,0.0000,0.0000,357343.54,0,92%,False
强化_v2,222,0.0000,0.0000,0.0000,375210.71,0,84%,False
强化_v2,223,0.0000,0.0000,0.0000,393971.25,0,76%,False
强化_v2,224,0.0000,0.0000,0.0000,413669.81,0,68%,False
强化_v2,225,0.0000,0.0000,0.0000,434353.30,0,60%,False
强化_v2,226,0.0000,0.0000,0.0000,456070.97,0,52%,False
强化_v2,227,0.0000,0.0000,0.0000,478874.52,0,44%,False
强化_v2,228,0.0000,0.0000,0.0000,502818.24,0,36%,False
强化_v2,229,0.0000,0.0000,0.0000,0,963.55,28%,True
强化_v2,230,0.0000,0.0000,0.0000,527959.16,0,100%,False
强化_v2,231,0.0000,0.0000,0.0000,554357.11,0,92%,False
强化_v2,232,0.0000,0.0000,0.0000,582074.97,0,84%,False
强化_v2,233,0.0000,0.0000,0.0000,611178.72,0,76%,False
强化_v2,234,0.0000,0.0000,0.0000,641737.65,0,68%,False
强化_v2,235,0.0000,0.0000,0.0000,673824.54,0,60%,False
强化_v2,236,0.0000,0.0000,0.0000,707515.76,0,52%,False
强化_v2,237,0.0000,0.0000,0.0000,742891.55,0,44%,False
强化_v2,238,0.0000,0.0000,0.0000,780036.13,0,36%,False
强化_v2,239,0.0000,0.0000,0.0000,0,1252.62,28%,True
强化_v2,240,0.0000,0.0000,0.0000,819037.93,0,100%,False
强化_v2,241,0.0000,0.0000,0.0000,859989.83,0,92%,False
强化_v2,242,0.0000,0.0000,0.0000,902989.32,0,84%,False
强化_v2,243,0.0000,0.0000,0.0000,948138.79,0,76%,False
强化_v2,244,0.0000,0.0000,0.0000,995545.73,0,68%,False
强化_v2,245,0.0000,0.0000,0.0000,1045323.02,0,60%,False
强化_v2,246,0.0000,0.0000,0.0000,1097589.17,0,52%,False
强化_v2,247,0.0000,0.0000,0.0000,1152468.62,0,44%,False
强化_v2,248,0.0000,0.0000,0.0000,1210092.06,0,36%,False
强化_v2,249,0.0000,0.0000,0.0000,0,1628.40,28%,True
强化_v2,250,0.0000,0.0000,0.0000,1270596.66,0,100%,False
强化_v2,251,0.0000,0.0000,0.0000,1334126.49,0,92%,False
强化_v2,252,0.0000,0.0000,0.0000,1400832.82,0,84%,False
强化_v2,253,0.0000,0.0000,0.0000,1470874.46,0,76%,False
强化_v2,254,0.0000,0.0000,0.0000,1544418.18,0,68%,False
强化_v2,255,0.0000,0.0000,0.0000,1621639.09,0,60%,False
强化_v2,256,0.0000,0.0000,0.0000,1702721.04,0,52%,False
强化_v2,257,0.0000,0.0000,0.0000,1787857.09,0,44%,False
强化_v2,258,0.0000,0.0000,0.0000,1877249.95,0,36%,False
强化_v2,259,0.0000,0.0000,0.0000,0,2116.92,28%,True
强化_v2,260,0.0000,0.0000,0.0000,1971112.45,0,100%,False
强化_v2,261,0.0000,0.0000,0.0000,2069668.07,0,92%,False
强化_v2,262,0.0000,0.0000,0.0000,2173151.47,0,84%,False
强化_v2,263,0.0000,0.0000,0.0000,2281809.05,0,76%,False
强化_v2,264,0.0000,0.0000,0.0000,2395899.50,0,68%,False
强化_v2,265,0.0000,0.0000,0.0000,2515694.47,0,60%,False
强化_v2,266,0.0000,0.0000,0.0000,2641479.20,0,52%,False
强化_v2,267,0.0000,0.0000,0.0000,2773553.16,0,44%,False
强化_v2,268,0.0000,0.0000,0.0000,2912230.82,0,36%,False
强化_v2,269,0.0000,0.0000,0.0000,0,2752.00,28%,True
强化_v2,270,0.0000,0.0000,0.0000,3057842.36,0,100%,False
强化_v2,271,0.0000,0.0000,0.0000,3210734.47,0,92%,False
强化_v2,272,0.0000,0.0000,0.0000,3371271.20,0,84%,False
强化_v2,273,0.0000,0.0000,0.0000,3539834.76,0,76%,False
强化_v2,274,0.0000,0.0000,0.0000,3716826.50,0,68%,False
强化_v2,275,0.0000,0.0000,0.0000,3902667.82,0,60%,False
强化_v2,276,0.0000,0.0000,0.0000,4097801.21,0,52%,False
强化_v2,277,0.0000,0.0000,0.0000,4302691.27,0,44%,False
强化_v2,278,0.0000,0.0000,0.0000,4517825.83,0,36%,False
强化_v2,279,0.0000,0.0000,0.0000,0,3577.60,28%,True
强化_v2,280,0.0000,0.0000,0.0000,4743717.13,0,100%,False
强化_v2,281,0.0000,0.0000,0.0000,4980902.98,0,92%,False
强化_v2,282,0.0000,0.0000,0.0000,5229948.13,0,84%,False
强化_v2,283,0.0000,0.0000,0.0000,5491445.54,0,76%,False
强化_v2,284,0.0000,0.0000,0.0000,5766017.82,0,68%,False
强化_v2,285,0.0000,0.0000,0.0000,6054318.71,0,60%,False
强化_v2,286,0.0000,0.0000,0.0000,6357034.64,0,52%,False
强化_v2,287,0.0000,0.0000,0.0000,6674886.37,0,44%,False
强化_v2,288,0.0000,0.0000,0.0000,7008630.69,0,36%,False
强化_v2,289,0.0000,0.0000,0.0000,0,4650.88,28%,True
强化_v2,290,0.0000,0.0000,0.0000,7359062.23,0,100%,False
强化_v2,291,0.0000,0.0000,0.0000,7727015.34,0,92%,False
强化_v2,292,0.0000,0.0000,0.0000,8113366.11,0,84%,False
强化_v2,293,0.0000,0.0000,0.0000,8519034.41,0,76%,False
强化_v2,294,0.0000,0.0000,0.0000,8944986.13,0,68%,False
强化_v2,295,0.0000,0.0000,0.0000,9392235.44,0,60%,False
强化_v2,296,0.0000,0.0000,0.0000,9861847.21,0,52%,False
强化_v2,297,0.0000,0.0000,0.0000,10354939.57,0,44%,False
强化_v2,298,0.0000,0.0000,0.0000,10872686.55,0,36%,False
强化_v2,299,0.0000,0.0000,0.0000,0,6046.14,28%,True
强化_v2,300,0.0000,0.0000,0.0000,11416320.88,0,100%,False
强化_v3,0,0.0000,0.0000,0.0000,21.70,0,100%,False
强化_v3,1,0.0000,0.0000,0.0000,22.78,0,92%,False
强化_v3,2,0.0000,0.0000,0.0000,23.92,0,84%,False
强化_v3,3,0.0000,0.0000,0.0000,25.12,0,76%,False
强化_v3,4,0.0000,0.0000,0.0000,26.37,0,68%,False
强化_v3,5,0.0000,0.0000,0.0000,27.69,0,60%,False
强化_v3,6,0.0000,0.0000,0.0000,29.08,0,52%,False
强化_v3,7,0.0000,0.0000,0.0000,30.53,0,44%,False
强化_v3,8,0.0000,0.0000,0.0000,32.06,0,36%,False
强化_v3,9,0.0000,0.0000,0.0000,0,3.00,28%,True
强化_v3,10,0.0000,0.0000,0.0000,33.66,0,100%,False
强化_v3,11,0.0000,0.0000,0.0000,35.34,0,92%,False
强化_v3,12,0.0000,0.0000,0.0000,37.11,0,84%,False
强化_v3,13,0.0000,0.0000,0.0000,38.97,0,76%,False
强化_v3,14,0.0000,0.0000,0.0000,40.91,0,68%,False
强化_v3,15,0.0000,0.0000,0.0000,42.96,0,60%,False
强化_v3,16,0.0000,0.0000,0.0000,45.11,0,52%,False
强化_v3,17,0.0000,0.0000,0.0000,47.36,0,44%,False
强化_v3,18,0.0000,0.0000,0.0000,49.73,0,36%,False
强化_v3,19,0.0000,0.0000,0.0000,0,3.90,28%,True
强化_v3,20,0.0000,0.0000,0.0000,52.22,0,100%,False
强化_v3,21,0.0000,0.0000,0.0000,54.83,0,92%,False
强化_v3,22,0.0000,0.0000,0.0000,57.57,0,84%,False
强化_v3,23,0.0000,0.0000,0.0000,60.45,0,76%,False
强化_v3,24,0.0000,0.0000,0.0000,63.47,0,68%,False
强化_v3,25,0.0000,0.0000,0.0000,66.65,0,60%,False
强化_v3,26,0.0000,0.0000,0.0000,69.98,0,52%,False
强化_v3,27,0.0000,0.0000,0.0000,73.48,0,44%,False
强化_v3,28,0.0000,0.0000,0.0000,77.15,0,36%,False
强化_v3,29,0.0000,0.0000,0.0000,0,5.07,28%,True
强化_v3,30,0.0000,0.0000,0.0000,81.01,0,100%,False
强化_v3,31,0.0000,0.0000,0.0000,85.06,0,92%,False
强化_v3,32,0.0000,0.0000,0.0000,89.31,0,84%,False
强化_v3,33,0.0000,0.0000,0.0000,93.78,0,76%,False
强化_v3,34,0.0000,0.0000,0.0000,98.47,0,68%,False
强化_v3,35,0.0000,0.0000,0.0000,103.39,0,60%,False
强化_v3,36,0.0000,0.0000,0.0000,108.56,0,52%,False
强化_v3,37,0.0000,0.0000,0.0000,113.99,0,44%,False
强化_v3,38,0.0000,0.0000,0.0000,119.69,0,36%,False
强化_v3,39,0.0000,0.0000,0.0000,0,6.59,28%,True
强化_v3,40,0.0000,0.0000,0.0000,125.67,0,100%,False
强化_v3,41,0.0000,0.0000,0.0000,131.95,0,92%,False
强化_v3,42,0.0000,0.0000,0.0000,138.55,0,84%,False
强化_v3,43,0.0000,0.0000,0.0000,145.48,0,76%,False
强化_v3,44,0.0000,0.0000,0.0000,152.75,0,68%,False
强化_v3,45,0.0000,0.0000,0.0000,160.39,0,60%,False
强化_v3,46,0.0000,0.0000,0.0000,168.41,0,52%,False
强化_v3,47,0.0000,0.0000,0.0000,176.83,0,44%,False
强化_v3,48,0.0000,0.0000,0.0000,185.67,0,36%,False
强化_v3,49,0.0000,0.0000,0.0000,0,8.57,28%,True
强化_v3,50,0.0000,0.0000,0.0000,194.95,0,100%,False
强化_v3,51,0.0000,0.0000,0.0000,204.70,0,92%,False
强化_v3,52,0.0000,0.0000,0.0000,214.94,0,84%,False
强化_v3,53,0.0000,0.0000,0.0000,225.68,0,76%,False
强化_v3,54,0.0000,0.0000,0.0000,236.97,0,68%,False
强化_v3,55,0.0000,0.0000,0.0000,248.82,0,60%,False
强化_v3,56,0.0000,0.0000,0.0000,261.26,0,52%,False
强化_v3,57,0.0000,0.0000,0.0000,274.32,0,44%,False
强化_v3,58,0.0000,0.0000,0.0000,288.04,0,36%,False
强化_v3,59,0.0000,0.0000,0.0000,0,11.14,28%,True
强化_v3,60,0.0000,0.0000,0.0000,302.44,0,100%,False
强化_v3,61,0.0000,0.0000,0.0000,317.56,0,92%,False
强化_v3,62,0.0000,0.0000,0.0000,333.44,0,84%,False
强化_v3,63,0.0000,0.0000,0.0000,350.11,0,76%,False
强化_v3,64,0.0000,0.0000,0.0000,367.62,0,68%,False
强化_v3,65,0.0000,0.0000,0.0000,386.00,0,60%,False
强化_v3,66,0.0000,0.0000,0.0000,405.30,0,52%,False
强化_v3,67,0.0000,0.0000,0.0000,425.56,0,44%,False
强化_v3,68,0.0000,0.0000,0.0000,446.84,0,36%,False
强化_v3,69,0.0000,0.0000,0.0000,0,14.48,28%,True
强化_v3,70,0.0000,0.0000,0.0000,469.18,0,100%,False
强化_v3,71,0.0000,0.0000,0.0000,492.64,0,92%,False
强化_v3,72,0.0000,0.0000,0.0000,517.27,0,84%,False
强化_v3,73,0.0000,0.0000,0.0000,543.14,0,76%,False
强化_v3,74,0.0000,0.0000,0.0000,570.29,0,68%,False
强化_v3,75,0.0000,0.0000,0.0000,598.81,0,60%,False
强化_v3,76,0.0000,0.0000,0.0000,628.75,0,52%,False
强化_v3,77,0.0000,0.0000,0.0000,660.19,0,44%,False
强化_v3,78,0.0000,0.0000,0.0000,693.20,0,36%,False
强化_v3,79,0.0000,0.0000,0.0000,0,18.82,28%,True
强化_v3,80,0.0000,0.0000,0.0000,727.86,0,100%,False
强化_v3,81,0.0000,0.0000,0.0000,764.25,0,92%,False
强化_v3,82,0.0000,0.0000,0.0000,802.46,0,84%,False
强化_v3,83,0.0000,0.0000,0.0000,842.58,0,76%,False
强化_v3,84,0.0000,0.0000,0.0000,884.71,0,68%,False
强化_v3,85,0.0000,0.0000,0.0000,928.95,0,60%,False
强化_v3,86,0.0000,0.0000,0.0000,975.40,0,52%,False
强化_v3,87,0.0000,0.0000,0.0000,1024.17,0,44%,False
强化_v3,88,0.0000,0.0000,0.0000,1075.37,0,36%,False
强化_v3,89,0.0000,0.0000,0.0000,0,24.47,28%,True
强化_v3,90,0.0000,0.0000,0.0000,1129.14,0,100%,False
强化_v3,91,0.0000,0.0000,0.0000,1185.60,0,92%,False
强化_v3,92,0.0000,0.0000,0.0000,1244.88,0,84%,False
强化_v3,93,0.0000,0.0000,0.0000,1307.12,0,76%,False
强化_v3,94,0.0000,0.0000,0.0000,1372.48,0,68%,False
强化_v3,95,0.0000,0.0000,0.0000,1441.10,0,60%,False
强化_v3,96,0.0000,0.0000,0.0000,1513.16,0,52%,False
强化_v3,97,0.0000,0.0000,0.0000,1588.82,0,44%,False
强化_v3,98,0.0000,0.0000,0.0000,1668.26,0,36%,False
强化_v3,99,0.0000,0.0000,0.0000,0,31.81,28%,True
强化_v3,100,0.0000,0.0000,0.0000,1751.67,0,100%,False
强化_v3,101,0.0000,0.0000,0.0000,1839.25,0,92%,False
强化_v3,102,0.0000,0.0000,0.0000,1931.22,0,84%,False
强化_v3,103,0.0000,0.0000,0.0000,2027.78,0,76%,False
强化_v3,104,0.0000,0.0000,0.0000,2129.17,0,68%,False
强化_v3,105,0.0000,0.0000,0.0000,2235.62,0,60%,False
强化_v3,106,0.0000,0.0000,0.0000,2347.41,0,52%,False
强化_v3,107,0.0000,0.0000,0.0000,2464.78,0,44%,False
强化_v3,108,0.0000,0.0000,0.0000,2588.01,0,36%,False
强化_v3,109,0.0000,0.0000,0.0000,0,41.36,28%,True
强化_v3,110,0.0000,0.0000,0.0000,2717.42,0,100%,False
强化_v3,111,0.0000,0.0000,0.0000,2853.29,0,92%,False
强化_v3,112,0.0000,0.0000,0.0000,2995.95,0,84%,False
强化_v3,113,0.0000,0.0000,0.0000,3145.75,0,76%,False
强化_v3,114,0.0000,0.0000,0.0000,3303.04,0,68%,False
强化_v3,115,0.0000,0.0000,0.0000,3468.19,0,60%,False
强化_v3,116,0.0000,0.0000,0.0000,3641.60,0,52%,False
强化_v3,117,0.0000,0.0000,0.0000,3823.68,0,44%,False
强化_v3,118,0.0000,0.0000,0.0000,4014.86,0,36%,False
强化_v3,119,0.0000,0.0000,0.0000,0,53.76,28%,True
强化_v3,120,0.0000,0.0000,0.0000,4215.60,0,100%,False
强化_v3,121,0.0000,0.0000,0.0000,4426.38,0,92%,False
强化_v3,122,0.0000,0.0000,0.0000,4647.70,0,84%,False
强化_v3,123,0.0000,0.0000,0.0000,4880.09,0,76%,False
强化_v3,124,0.0000,0.0000,0.0000,5124.09,0,68%,False
强化_v3,125,0.0000,0.0000,0.0000,5380.30,0,60%,False
强化_v3,126,0.0000,0.0000,0.0000,5649.31,0,52%,False
强化_v3,127,0.0000,0.0000,0.0000,5931.78,0,44%,False
强化_v3,128,0.0000,0.0000,0.0000,6228.37,0,36%,False
强化_v3,129,0.0000,0.0000,0.0000,0,69.89,28%,True
强化_v3,130,0.0000,0.0000,0.0000,6539.78,0,100%,False
强化_v3,131,0.0000,0.0000,0.0000,6866.77,0,92%,False
强化_v3,132,0.0000,0.0000,0.0000,7210.11,0,84%,False
强化_v3,133,0.0000,0.0000,0.0000,7570.62,0,76%,False
强化_v3,134,0.0000,0.0000,0.0000,7949.15,0,68%,False
强化_v3,135,0.0000,0.0000,0.0000,8346.61,0,60%,False
强化_v3,136,0.0000,0.0000,0.0000,8763.94,0,52%,False
强化_v3,137,0.0000,0.0000,0.0000,9202.13,0,44%,False
强化_v3,138,0.0000,0.0000,0.0000,9662.24,0,36%,False
强化_v3,139,0.0000,0.0000,0.0000,0,90.86,28%,True
强化_v3,140,0.0000,0.0000,0.0000,10145.35,0,100%,False
强化_v3,141,0.0000,0.0000,0.0000,10652.62,0,92%,False
强化_v3,142,0.0000,0.0000,0.0000,11185.25,0,84%,False
强化_v3,143,0.0000,0.0000,0.0000,11744.51,0,76%,False
强化_v3,144,0.0000,0.0000,0.0000,12331.74,0,68%,False
强化_v3,145,0.0000,0.0000,0.0000,12948.33,0,60%,False
强化_v3,146,0.0000,0.0000,0.0000,13595.74,0,52%,False
强化_v3,147,0.0000,0.0000,0.0000,14275.53,0,44%,False
强化_v3,148,0.0000,0.0000,0.0000,14989.30,0,36%,False
强化_v3,149,0.0000,0.0000,0.0000,0,118.12,28%,True
强化_v3,150,0.0000,0.0000,0.0000,15738.77,0,100%,False
强化_v3,151,0.0000,0.0000,0.0000,16525.71,0,92%,False
强化_v3,152,0.0000,0.0000,0.0000,17351.99,0,84%,False
强化_v3,153,0.0000,0.0000,0.0000,18219.59,0,76%,False
强化_v3,154,0.0000,0.0000,0.0000,19130.57,0,68%,False
强化_v3,155,0.0000,0.0000,0.0000,20087.10,0,60%,False
强化_v3,156,0.0000,0.0000,0.0000,21091.46,0,52%,False
强化_v3,157,0.0000,0.0000,0.0000,22146.03,0,44%,False
强化_v3,158,0.0000,0.0000,0.0000,23253.33,0,36%,False
强化_v3,159,0.0000,0.0000,0.0000,0,153.56,28%,True
强化_v3,160,0.0000,0.0000,0.0000,24416.00,0,100%,False
强化_v3,161,0.0000,0.0000,0.0000,25636.80,0,92%,False
强化_v3,162,0.0000,0.0000,0.0000,26918.64,0,84%,False
强化_v3,163,0.0000,0.0000,0.0000,28264.57,0,76%,False
强化_v3,164,0.0000,0.0000,0.0000,29677.80,0,68%,False
强化_v3,165,0.0000,0.0000,0.0000,31161.69,0,60%,False
强化_v3,166,0.0000,0.0000,0.0000,32719.77,0,52%,False
强化_v3,167,0.0000,0.0000,0.0000,34355.76,0,44%,False
强化_v3,168,0.0000,0.0000,0.0000,36073.55,0,36%,False
强化_v3,169,0.0000,0.0000,0.0000,0,199.62,28%,True
强化_v3,170,0.0000,0.0000,0.0000,37877.23,0,100%,False
强化_v3,171,0.0000,0.0000,0.0000,39771.09,0,92%,False
强化_v3,172,0.0000,0.0000,0.0000,41759.64,0,84%,False
强化_v3,173,0.0000,0.0000,0.0000,43847.62,0,76%,False
强化_v3,174,0.0000,0.0000,0.0000,46040.01,0,68%,False
强化_v3,175,0.0000,0.0000,0.0000,48342.01,0,60%,False
强化_v3,176,0.0000,0.0000,0.0000,50759.11,0,52%,False
强化_v3,177,0.0000,0.0000,0.0000,53297.06,0,44%,False
强化_v3,178,0.0000,0.0000,0.0000,55961.92,0,36%,False
强化_v3,179,0.0000,0.0000,0.0000,0,259.51,28%,True
强化_v3,180,0.0000,0.0000,0.0000,58760.01,0,100%,False
强化_v3,181,0.0000,0.0000,0.0000,61698.01,0,92%,False
强化_v3,182,0.0000,0.0000,0.0000,64782.91,0,84%,False
强化_v3,183,0.0000,0.0000,0.0000,68022.06,0,76%,False
强化_v3,184,0.0000,0.0000,0.0000,71423.16,0,68%,False
强化_v3,185,0.0000,0.0000,0.0000,74994.32,0,60%,False
强化_v3,186,0.0000,0.0000,0.0000,78744.03,0,52%,False
强化_v3,187,0.0000,0.0000,0.0000,82681.24,0,44%,False
强化_v3,188,0.0000,0.0000,0.0000,86815.30,0,36%,False
强化_v3,189,0.0000,0.0000,0.0000,0,337.37,28%,True
强化_v3,190,0.0000,0.0000,0.0000,91156.06,0,100%,False
强化_v3,191,0.0000,0.0000,0.0000,95713.87,0,92%,False
强化_v3,192,0.0000,0.0000,0.0000,100499.56,0,84%,False
强化_v3,193,0.0000,0.0000,0.0000,105524.54,0,76%,False
强化_v3,194,0.0000,0.0000,0.0000,110800.76,0,68%,False
强化_v3,195,0.0000,0.0000,0.0000,116340.80,0,60%,False
强化_v3,196,0.0000,0.0000,0.0000,122157.84,0,52%,False
强化_v3,197,0.0000,0.0000,0.0000,128265.73,0,44%,False
强化_v3,198,0.0000,0.0000,0.0000,134679.02,0,36%,False
强化_v3,199,0.0000,0.0000,0.0000,0,438.58,28%,True
